stamp,sample_index,input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,target_x_m,target_y_m,target_x_norm,target_y_norm,odom_x_m,odom_y_m,target_norm_m,odom_error_m,training_target_x_m,training_target_y_m,training_target_x_norm,training_target_y_norm,prediction_x_m,prediction_y_m,prediction_error_m,target_mode
5.201000000,21,-0.008024401,0.456580943,0.456651452,0.008861587,0.013419082,0.016081029,0.017723175,0.026838165,0.032162059,0.500304154,0.014976901,-0.000284849,0.309498941,0.298106481,0.077435542,3.097574018,0.738888971,0.309757402,0.073888897,3.094989411,0.774355422,3.184481387,0.035560503,3.097574018,0.738888971,0.309757402,0.073888897,2.892281061,0.206105874,0.570966747,absolute
5.401000000,22,-0.006958808,-0.057304253,0.057725232,0.008823199,0.013338967,0.015993026,0.017646398,0.026677934,0.031986052,0.499149390,0.014940623,0.000796009,0.308638973,0.297876524,0.095305299,3.031778154,0.859593513,0.303177815,0.085959351,3.086389728,0.953052990,3.151282244,0.108245545,3.031778154,0.859593513,0.303177815,0.085959351,2.880701825,0.376976039,0.505711067,absolute
5.613000000,23,-0.001877527,-0.148274882,0.148286769,0.008839345,0.012959764,0.015687240,0.017678689,0.025919527,0.031374479,0.485791888,0.014520985,0.013297899,0.307764373,0.297720143,0.113176923,3.010117540,1.073997719,0.301011754,0.107399772,3.077643726,1.131769226,3.195978521,0.088866938,3.010117540,1.073997719,0.301011754,0.107399772,2.899504545,0.490851883,0.593543849,absolute
5.818000000,24,-0.002429506,0.318880783,0.318890038,0.008838233,0.013415555,0.016065226,0.017676466,0.026831110,0.032130452,0.502506949,0.015046104,-0.002349137,0.306881411,0.298266184,0.131047063,3.087077773,1.149311257,0.308707777,0.114931126,3.068814107,1.310470629,3.294080379,0.162190951,3.087077773,1.149311257,0.308707777,0.114931126,2.970276769,0.635595828,0.526826363,absolute
6.100000000,25,0.003331438,0.199060265,0.199088140,0.008887896,0.013110395,0.015839102,0.017775793,0.026220789,0.031678204,0.493331320,0.014757843,0.006240445,0.305477917,0.297825769,0.159639772,3.108833763,1.454448903,0.310883376,0.145444890,3.054779166,1.596397716,3.432239645,0.151892610,3.108833763,1.454448903,0.310883376,0.145444890,3.000119868,0.846826111,0.617271551,absolute
6.308000000,26,0.003752275,0.175617525,0.175657606,0.008907168,0.013007404,0.015764841,0.017814335,0.026014808,0.031529681,0.507400438,0.015199838,-0.006927480,0.304687643,0.297913188,0.175727764,3.044758453,1.676957926,0.304475845,0.167695793,3.046876427,1.757277641,3.476023867,0.080347635,3.044758453,1.676957926,0.304475845,0.167695793,3.026433025,1.001448506,0.675757943,absolute
6.531000000,27,0.005858818,0.054302801,0.054617946,0.008926454,0.012784300,0.015592303,0.017852907,0.025568600,0.031184605,0.500385751,0.014979465,-0.000361342,0.303656154,0.298168309,0.195383196,3.054203286,1.826026839,0.305420329,0.182602684,3.036561545,1.953831962,3.558445128,0.129016978,3.054203286,1.826026839,0.305420329,0.182602684,3.038695708,1.157496793,0.668709883,absolute
6.842000000,28,0.000368169,0.017587438,0.017591291,0.008985289,0.015287414,0.017732469,0.017970578,0.030574828,0.035464937,0.511664187,0.015333787,-0.010916641,0.302097813,0.297776366,0.223966031,3.021195811,2.170443011,0.302119581,0.217044301,3.020978132,2.239660314,3.720006316,0.069217645,3.021195811,2.170443011,0.302119581,0.217044301,3.046555210,1.374217980,0.796628771,absolute
7.101000000,29,-0.000669060,0.247530346,0.247531250,0.008983783,0.016502344,0.018789245,0.017967567,0.033004688,0.037578490,0.554717156,0.016686336,-0.051015397,0.299877091,0.293846446,0.247078141,2.889279283,2.444803821,0.288927928,0.244480382,2.998770908,2.470781413,3.784838240,0.112531112,2.889279283,2.444803821,0.288927928,0.244480382,3.079570875,1.594291280,0.871540288,absolute
7.401000000,30,-0.000954572,0.252306620,0.252308426,0.008964083,0.020952645,0.022789649,0.017928166,0.041905290,0.045579298,0.713132960,0.021663115,-0.185345875,0.286619011,0.234150936,0.270038483,2.945313650,2.537956655,0.294531365,0.253795666,2.866190110,2.700384829,3.887942448,0.180674974,2.945313650,2.537956655,0.294531365,0.253795666,2.956978362,1.999848958,0.538234112,absolute
7.700000000,31,0.000192205,0.545835043,0.545835077,0.008954053,0.026447122,0.027921771,0.017908105,0.052894243,0.055843542,0.909904172,0.027844865,-0.285805426,0.263426772,0.083127465,0.282882281,2.806783317,2.676227029,0.280678332,0.267622703,2.634267718,2.828822809,3.878172727,0.230319569,2.806783317,2.676227029,0.280678332,0.267622703,2.622659526,2.271229463,0.444887175,absolute
7.904000000,32,0.005248654,0.142357055,0.142453780,0.008991772,0.026706119,0.028179225,0.017983544,0.053412237,0.056358451,0.919072044,0.028132883,-0.288783672,0.245835221,0.075045099,0.286159964,2.581436169,2.839804568,0.258143617,0.283980457,2.458352213,2.861599645,3.837747084,0.124998743,2.581436169,2.839804568,0.258143617,0.283980457,2.490813513,2.390630874,0.458224261,absolute
8.201000000,33,0.008304712,-0.098674516,0.099023373,0.008970749,0.027662727,0.029080936,0.017941498,0.055325455,0.058161871,0.953984275,0.029229683,-0.295241935,0.219254683,0.042980788,0.289674939,2.431354550,2.852252187,0.243135455,0.285225219,2.192546834,2.896749387,3.747909749,0.242917941,2.431354550,2.852252187,0.243135455,0.285225219,2.274898965,2.499023853,0.386327071,absolute
8.409000000,34,0.004564183,-0.750885058,0.750898929,0.008974466,0.026859809,0.028319435,0.017948933,0.053719618,0.056638870,0.924038280,0.028288901,-0.289924635,0.201397229,0.070531869,0.290776905,2.183432612,2.935220581,0.218343261,0.293522058,2.013972286,2.907769054,3.658264319,0.171669417,2.183432612,2.935220581,0.218343261,0.293522058,2.173345604,2.514835288,0.420506293,absolute
8.702000000,35,0.007482420,0.435049486,0.435113827,0.008924505,0.028766585,0.030119150,0.017849009,0.057533170,0.060238300,0.992982052,0.030454834,-0.298742713,0.174572073,0.006587607,0.291408371,1.903167221,2.954057116,0.190316722,0.295405712,1.745720733,2.914083705,3.514043101,0.162441590,1.903167221,2.954057116,0.190316722,0.295405712,2.029006982,2.578836652,0.395760081,absolute
8.906000000,36,-0.001661740,-0.103902146,0.103915433,0.008910978,0.029312613,0.030637147,0.017821956,0.058625225,0.061274295,-0.986160111,0.031110102,-0.298554558,0.156768557,-0.012989128,0.289640351,1.916815625,2.796264682,0.191681563,0.279626468,1.567685567,2.896403511,3.390173788,0.363207354,1.916815625,2.796264682,0.191681563,0.279626468,1.647317825,2.771953342,0.270592139,absolute
9.200000000,37,-0.005488713,-0.369585828,0.369626582,0.008869429,0.029102005,0.030423568,0.017738858,0.058204010,0.060847135,-0.995960271,0.030802221,-0.298077931,0.131848237,-0.003783165,0.287138747,1.426876278,2.879966272,0.142687628,0.287996627,1.318482373,2.871387466,3.214059994,0.108732859,1.426876278,2.879966272,0.142687628,0.287996627,1.501416778,2.787470630,0.118792803,absolute
9.400000000,38,0.007951318,0.131464531,0.131704770,0.008955808,0.029557302,0.030884310,0.017911615,0.059114604,0.061768620,-0.979079332,0.031332551,-0.297703888,0.112257387,-0.019594577,0.285205407,1.349184568,2.829650689,0.134918457,0.282965069,1.122573875,2.852054065,3.134840031,0.227715431,1.349184568,2.829650689,0.134918457,0.282965069,1.436148580,2.826420140,0.087023995,absolute
9.703000000,39,0.003588336,-0.340140821,0.340159748,0.008952126,0.028472267,0.029846449,0.017904251,0.056944534,0.059692899,0.979781279,0.030040119,-0.298144636,0.085545951,0.018963355,0.282587786,1.033480651,2.755277980,0.103348065,0.275527798,0.855459509,2.825877865,2.942726458,0.191509454,1.033480651,2.755277980,0.103348065,0.275527798,1.480825047,2.725220422,0.448353058,absolute
10.001000000,40,0.003428331,0.180043404,0.180076042,0.008920067,0.029065275,0.030403253,0.017840135,0.058130549,0.060806506,-0.997786650,0.030744844,-0.297727897,0.058830108,-0.002070268,0.280031323,0.799471115,2.901016186,0.079947112,0.290101619,0.588301081,2.800313232,3.009160842,0.233952705,0.799471115,2.901016186,0.079947112,0.290101619,1.187880439,2.870610993,0.389597585,absolute
10.300000000,41,-0.004231742,-0.241764987,0.241802019,0.008876417,0.030452290,0.031719595,0.017752834,0.060904579,0.063439190,-0.947219562,0.032333456,-0.293672499,0.032352739,-0.049146445,0.276096758,0.518888628,2.915221492,0.051888863,0.291522149,0.323527386,2.760967579,2.961040654,0.248918229,0.518888628,2.915221492,0.051888863,0.291522149,0.879911996,2.859063380,0.365365031,absolute
10.503000000,42,-0.003809179,0.472222465,0.472237828,0.008927126,0.034871705,0.035996241,0.017854252,0.069743410,0.071992483,-0.788379070,0.037323577,-0.234764396,0.016832047,-0.184024335,0.267390320,0.298514858,2.817767917,0.029851486,0.281776792,0.168320472,2.673903201,2.833536157,0.194029983,0.298514858,2.817767917,0.029851486,0.281776792,0.557115982,2.686075926,0.290202209,absolute
10.806000000,43,0.002113588,0.010220395,0.010436653,0.008956181,0.037403685,0.038461004,0.017912362,0.074807369,0.076922007,-0.698483505,0.040147729,-0.174249966,0.001716763,-0.242253230,0.245608239,0.051078530,2.716318692,0.005107853,0.271631869,0.017167635,2.456082388,2.716798898,0.262436436,0.051078530,2.716318692,0.005107853,0.271631869,0.261653077,2.507364648,0.296653724,absolute
11.008000000,44,0.011961942,0.088586121,0.089390094,0.008967427,0.042046602,0.042992226,0.017934855,0.084093204,0.085984452,-0.532456375,0.045363625,-0.030396496,-0.000922615,-0.297074162,0.226239354,0.113029848,2.383929246,0.011302985,0.238392925,-0.009226152,2.262393545,2.386607298,0.172387517,0.113029848,2.383929246,0.011302985,0.238392925,0.093223037,2.152900017,0.231876722,absolute
11.307000000,45,-0.011089351,0.143495551,0.143923406,0.008877385,0.042841841,0.043751929,0.017754770,0.085683682,0.087503858,-0.502819725,0.046294688,-0.002641078,0.001863070,-0.298135155,0.201342996,0.113620029,2.174882402,0.011362003,0.217488240,0.018630702,2.013429962,2.177848244,0.187322884,0.113620029,2.174882402,0.011362003,0.217488240,0.046586443,1.909602911,0.273617818,absolute
11.600000000,46,-0.001210996,0.231869907,0.231873069,0.008890365,0.042809136,0.043722542,0.017780730,0.085618272,0.087445085,-0.503637149,0.046269008,-0.003409234,0.002123279,-0.298350650,0.174506695,-0.010798264,1.871643907,-0.001079826,0.187164391,0.021232788,1.745066952,1.871675057,0.130566895,-0.010798264,1.871643907,-0.001079826,0.187164391,0.035700628,1.734404706,0.144902537,absolute
11.800000000,47,0.003226237,-0.167478188,0.167509260,0.008900253,0.041832016,0.042768353,0.017800505,0.083664031,0.085536706,-0.538038772,0.045188249,-0.035524480,0.002519239,-0.295853760,0.158411829,0.065922229,1.759933728,0.006592223,0.175993373,0.025192392,1.584118287,1.761167927,0.180471574,0.065922229,1.759933728,0.006592223,0.175993373,-0.007698349,1.691133758,0.100764207,absolute
12.102000000,48,-0.005428395,0.335917495,0.335961353,0.008876675,0.042654343,0.043568203,0.017753349,0.085308686,0.087136406,-0.509580258,0.046082300,-0.008982264,0.003805875,-0.298351075,0.129811831,-0.021140738,1.377087927,-0.002114074,0.137708793,0.038058753,1.298118310,1.377250191,0.098695391,-0.021140738,1.377087927,-0.002114074,0.137708793,0.006374730,1.426323530,0.056402531,absolute
